都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,経度,緯度,,2400分割,3600分割,,480分割,720分割
岐阜,52146,官,高山,ﾀｶﾔﾏ,高山市桐生町　高山特別地域気象観測所,36,9.3,137,15.2,560,18.1,－,#昭50.4.1,52913,－,137.2533333,36.155,,1380,1938,,276,387
岐阜,52152,雨,丹生川,ﾆｭｳｶﾜ,高山市丹生川町瓜田,36,11.2,137,22.3,910,－,－,平2.12.26,－,－,137.3716667,36.18666667,,1389,1942,,277,388
岐阜,52173,雨,ひるがの,ﾋﾙｶﾞﾉ,郡上市高鷲町ひるがの,36,0.6,136,53.6,885,－,－,平2.12.20,－,－,136.8933333,36.01,,1351,1921,,270,384
岐阜,52181,四,六厩,ﾑﾏﾔ,高山市荘川町六厩,36,3.6,137,2.1,1015,10,2.8,昭53.11.16,－,－,137.035,36.06,,1362,1927,,272,385
岐阜,52192,雨,船山,ﾌﾅﾔﾏ,高山市久々野町無数河,36,2.1,137,15.6,880,－,－,平14.10.8,－,－,137.26,36.035,,1380,1924,,276,384
岐阜,52196,四,宮之前,ﾐﾔﾉﾏｴ,高山市朝日町宮之前,36,0.9,137,23.3,930,9.4,2,昭53.11.21,－,－,137.3883333,36.015,,1391,1921,,278,384
岐阜,52221,四,長滝,ﾅｶﾞﾀｷ,郡上市白鳥町長滝字三昧,35,55.4,136,49.9,430,10,2.8,昭53.11.11,52915,－,136.8316667,35.92333333,,1346,1910,,269,382
岐阜,52286,四,萩原,ﾊｷﾞﾜﾗ,下呂市萩原町羽根,35,53.3,137,12.4,425,10,1.5,#昭51.3.3,－,－,137.2066667,35.88833333,,1376,1906,,275,381
岐阜,52321,雨,関市板取,ｾｷｼｲﾀﾄﾞﾘ,関市板取,35,43.4,136,47,351,－,－,平17.12.5,－,－,136.7833333,35.72333333,,1342,1886,,268,377
岐阜,52331,四,八幡,ﾊﾁﾏﾝ,郡上市八幡町旭田尻,35,45.4,136,58.7,250,10,1.5,#昭53.11.16,－,－,136.9783333,35.75666667,,1358,1890,,271,378
岐阜,52346,四,宮地,ﾐﾔｼﾞ,下呂市宮地,35,45.8,137,17.3,450,10,1.5,(昭50.6.1)昭53.11.21,－,－,137.2883333,35.76333333,,1383,1891,,276,378
岐阜,52381,四,樽見,ﾀﾙﾐ,本巣市根尾神所,35,38.3,136,36.1,190,10,2.2,#昭53.11.14,52920,－,136.6016667,35.63833333,,1328,1876,,265,375
岐阜,52406,四,金山,ｶﾅﾔﾏ,下呂市金山町大船渡,35,39.7,137,9.6,233,10,1.5,#昭53.11.22,－,－,137.16,35.66166667,,1372,1879,,274,375
岐阜,52421,雨,付知,ﾂｹﾁ,中津川市付知町,35,39.7,137,25.6,461,－,－,昭57.6.11,－,－,137.4266667,35.66166667,,1394,1879,,278,375
岐阜,52461,四,美濃,ﾐﾉ,美濃市前野中川原,35,33.3,136,54.6,68,10,1.5,(昭50.5.29)昭53.11.15,－,－,136.91,35.555,,1352,1866,,270,373
岐阜,52476,雨,伽藍,ｶﾞﾗﾝ,加茂郡八百津町伽藍谷,35,30.9,137,13.8,650,－,－,#,－,－,137.23,35.515,,1378,1861,,275,372
岐阜,52482,四,黒川,ｸﾛｶﾜ,加茂郡白川町黒川,35,35.9,137,19.1,517,9.4,1.5,平10.9.29,－,－,137.3183333,35.59833333,,1385,1871,,277,374
岐阜,52511,四,揖斐川,ｲﾋﾞｶﾞﾜ,揖斐郡揖斐川町三輪,35,29.1,136,34,45,10,1.5,昭53.11.14,－,－,136.5666667,35.485,,1325,1858,,265,371
岐阜,52536,四,美濃加茂,ﾐﾉｶﾓ,美濃加茂市西町,35,26.7,137,0.3,74,10,1.5,#昭53.11.15,－,－,137.005,35.445,,1360,1853,,272,370
岐阜,52556,四,恵那,ｴﾅ,恵那市長島町永田大洞,35,26.8,137,24.2,315,10,1.5,#昭51.3.8,－,－,137.4033333,35.44666667,,1392,1853,,278,370
岐阜,52557,四,中津川,ﾅｶﾂｶﾞﾜ,中津川市手賀野,35,28.6,137,29.2,378,10,1.5,平22.3.25,－,－,137.4866667,35.47666667,,1398,1857,,279,371
岐阜,52571,四,関ケ原,ｾｷｶﾞﾊﾗ,不破郡関ケ原町関ケ原,35,21.8,136,28,130,10,1.5,#昭53.11.13,52935,－,136.4666667,35.36333333,,1317,1843,,263,368
岐阜,52581,四,大垣,ｵｵｶﾞｷ,大垣市禾森町,35,20.8,136,37.2,6,10,1.5,#昭53.11.13,－,－,136.62,35.34666667,,1329,1841,,265,368
岐阜,52586,官,岐阜,ｷﾞﾌ,岐阜市加納二之丸　岐阜地方気象台,35,24,136,45.7,13,23,－,#昭50.4.1,52940,－,136.7616667,35.4,,1340,1848,,268,369
岐阜,52606,四,多治見,ﾀｼﾞﾐ,多治見市光ケ丘,35,20.8,137,6.5,120,10,1.5,(昭50.5.29)昭53.11.24,－,－,137.1083333,35.34666667,,1368,1841,,273,368
岐阜,52642,雨,上石津,ｶﾐｲｼﾂﾞ,大垣市上石津町堂之上,35,14.8,136,27.5,193,－,－,平28.3.29,－,－,136.4583333,35.24666667,,1316,1829,,263,365
三重,53016,雨,北勢,ﾎｸｾｲ,いなべ市北勢町其原,35,8.6,136,32.3,125,－,－,#,－,－,136.5383333,35.14333333,,1323,1817,,264,363
三重,53041,四,桑名,ｸﾜﾅ,桑名市大字江場字正金縄,35,3,136,41.6,3,10,1.5,#昭54.1.12,－,－,136.6933333,35.05,,1335,1806,,267,361
三重,53061,官,四日市,ﾖｯｶｲﾁ,四日市市日永　四日市特別地域気象観測所,34,56.4,136,34.8,55,10.7,－,#昭50.12.13,－,－,136.58,34.94,,1326,1792,,265,358
三重,53091,四,亀山,ｶﾒﾔﾏ,亀山市椿世町,34,52.2,136,27.2,70,10,1.5,#昭54.1.12,－,－,136.4533333,34.87,,1316,1784,,263,356
三重,53112,官,上野,ｳｴﾉ,伊賀市緑ケ丘本町　上野特別地域気象観測所,34,45.7,136,8.5,159,22.1,－,昭60.1.30,－,－,136.1416667,34.76166667,,1291,1771,,258,354
三重,53121,雨,笠取山,ｶｻﾄﾘﾔﾏ,津市榊原町,34,43.5,136,18.5,810,－,－,#,－,－,136.3083333,34.725,,1304,1767,,260,353
三重,53133,官,津,ﾂ,津市島崎町　津地方気象台,34,44,136,31.1,3,－,－,平23.10.20,53900,気温、雨,136.5183333,34.73333333,,1321,1768,,264,353
三重,53133,官,津,ﾂ,津市末広町,34,43.3,136,31.5,2,15,－,平23.10.20,－,風、日照,136.525,34.72166667,,1322,1766,,264,353
三重,53141,雨,名張,ﾅﾊﾞﾘ,名張市鴻之台1番町,34,37.6,136,6.5,226,－,－,#,－,－,136.1083333,34.62666667,,1288,1755,,257,351
三重,53151,雨,白山,ﾊｸｻﾝ,津市白山町南家城,34,37.5,136,19.3,60,－,－,昭54.3.30,－,－,136.3216667,34.625,,1305,1755,,261,351
三重,53196,四,小俣,ｵﾊﾞﾀ,伊勢市小俣町明野,34,31.7,136,39.9,10,10,1.5,#昭54.1.16,－,－,136.665,34.52833333,,1333,1743,,266,348
三重,53231,四,粥見,ｶﾕﾐ,松阪市飯南町粥見,34,26.9,136,23.4,120,10,1.5,#昭54.1.16,－,－,136.39,34.44833333,,1311,1733,,262,346
三重,53257,四,鳥羽,ﾄﾊﾞ,鳥羽市鳥羽,34,28.9,136,49.5,2,9,1.5,平6.2.7,－,－,136.825,34.48166667,,1346,1737,,269,347
三重,53287,雨,藤坂峠,ﾌｼﾞｻｶﾄｳｹﾞ,度会郡大紀町永会字中河内,34,19.4,136,29.3,560,－,－,#,－,－,136.4883333,34.32333333,,1319,1718,,263,343
三重,53296,四,南伊勢,ﾐﾅﾐｲｾ,度会郡南伊勢町船越,34,20.7,136,40.9,6,10,1.5,(昭53.6.15)昭54.1.17,－,－,136.6816667,34.345,,1334,1721,,266,344
三重,53307,雨,阿児,ｱｺﾞ,志摩市阿児町甲賀字浅野,34,18.5,136,52.4,31,－,－,昭57.6.1,－,－,136.8733333,34.30833333,,1349,1717,,269,343
三重,53321,雨,宮川,ﾐﾔｶﾞﾜ,多気郡大台町久豆,34,16.7,136,12.5,205,－,－,昭53.6.1,－,－,136.2083333,34.27833333,,1296,1713,,259,342
三重,53326,四,紀伊長島,ｷｲﾅｶﾞｼﾏ,北牟婁郡紀北町長島,34,12.5,136,19.6,3,10,1.5,昭54.1.17,－,－,136.3266667,34.20833333,,1306,1705,,261,341
三重,53378,官,尾鷲,ｵﾜｾ,尾鷲市南陽町　尾鷲特別地域気象観測所,34,4.1,136,11.6,15,28.4,－,昭60.5.29,－,－,136.1933333,34.06833333,,1295,1688,,259,337
三重,53401,四,熊野新鹿,ｸﾏﾉｱﾀｼｶ,熊野市新鹿町,33,55.9,136,8.3,23,6.4,1.5,平13.12.18,－,－,136.1383333,33.93166667,,1291,1671,,258,334
三重,53416,雨,御浜,ﾐﾊﾏ,南牟婁郡御浜町大字上野,33,51.1,135,58.8,130,－,－,昭60.6.11,－,－,135.98,33.85166667,,1278,1662,,255,332
新潟,54012,四,粟島,ｱﾜｼﾏ,岩船郡粟島浦村字内浦,38,27.9,139,15.2,4,10.4,1.5,平28.5.31,－,－,139.2533333,38.465,,1540,2215,,308,443
新潟,54041,四,弾崎,ﾊｼﾞｷｻﾞｷ,佐渡市鷲崎字弾崎,38,19.8,138,30.7,58,8.1,1.5,平9.3.31,－,－,138.5116667,38.33,,1480,2199,,296,439
新潟,54056,雨,高根,ﾀｶﾈ,村上市高根,38,19.8,139,36.2,85,－,－,昭53.6.1,－,－,139.6033333,38.33,,1568,2199,,313,439
新潟,54086,四,村上,ﾑﾗｶﾐ,村上市三之町,38,13.6,139,28.7,10,8.4,2.7,#昭53.11.28,－,－,139.4783333,38.22666667,,1558,2187,,311,437
新潟,54097,雨,三面,ﾐｵﾓﾃ,村上市茎太,38,14.8,139,36.3,45,－,－,昭56.5.20,－,－,139.605,38.24666667,,1568,2189,,313,437
新潟,54157,官,相川,ｱｲｶﾜ,佐渡市相川三町目新浜町　相川特別地域気象観測所,38,1.7,138,14.4,6,33.8,－,平7.7.7,54900,－,138.24,38.02833333,,1459,2163,,291,432
新潟,54166,四,両津,ﾘｮｳﾂ,佐渡市両津湊,38,4.4,138,26.4,2,18.8,1.5,#昭53.11.24,－,－,138.44,38.07333333,,1475,2168,,295,433
新潟,54167,官,秋津,ｱｷﾂ,佐渡市秋津　佐渡航空気象観測所,38,3.6,138,24.8,30,10,－,平15.1.1,－,日照を除く,138.4133333,38.06,,1473,2167,,294,433
新潟,54181,四,中条,ﾅｶｼﾞｮｳ,胎内市新和町,38,3.6,139,24.5,27,11.9,2.6,昭53.11.28,－,－,139.4083333,38.06,,1552,2167,,310,433
新潟,54191,四,下関,ｼﾓｾｷ,岩船郡関川村下関,38,5.5,139,33.8,33,10,2.8,(昭50.5.2)昭53.11.27,54905,－,139.5633333,38.09166667,,1565,2171,,313,434
新潟,54232,官,新潟,ﾆｲｶﾞﾀ,新潟市中央区美咲町　新潟地方気象台,37,53.6,139,1.1,4,－,－,平14.11.21,54907,気温、雨,139.0183333,37.89333333,,1521,2147,,304,429
新潟,54232,官,新潟,ﾆｲｶﾞﾀ,新潟市中央区女池南,37,53.3,139,2.9,0,15.1,－,平14.11.21,－,風、日照,139.0483333,37.88833333,,1523,2146,,304,429
新潟,54236,官,松浜,ﾏﾂﾊﾏ,新潟市東区松浜町　新潟航空気象観測所,37,57.3,139,6.7,1,8.4,－,平15.1.1,－,日照を除く,139.1116667,37.955,,1528,2154,,305,430
新潟,54271,四,羽茂,ﾊﾓﾁ,佐渡市羽茂本郷,37,50.5,138,18.8,11,10,1.5,(昭50.6.1)昭53.11.24,－,－,138.3133333,37.84166667,,1465,2141,,293,428
新潟,54296,四,新津,ﾆｲﾂ,新潟市秋葉区小戸上組,37,47.5,139,5.2,3,10,2.5,#昭53.11.21,54910,－,139.0866667,37.79166667,,1526,2135,,305,427
新潟,54301,雨,瓢湖,ﾋｮｳｺ,阿賀野市中島字諏訪前,37,50,139,14.2,9,－,－,平26.7.23,－,－,139.2366667,37.83333333,,1538,2140,,307,428
新潟,54311,雨,赤谷,ｱｶﾀﾞﾆ,新発田市上赤谷字大檀原,37,50.1,139,24.9,135,－,－,昭51.7.30,－,－,139.415,37.835,,1553,2140,,310,428
新潟,54341,四,巻,ﾏｷ,新潟市西蒲区巻甲,37,46.1,138,54.8,2,10,2.3,#昭53.12.22,－,－,138.9133333,37.76833333,,1513,2132,,302,426
新潟,54387,四,寺泊,ﾃﾗﾄﾞﾏﾘ,長岡市寺泊二の関,37,38.4,138,46,44,7.9,1.5,平13.8.10,－,－,138.7666667,37.64,,1501,2116,,300,423
新潟,54396,四,三条,ｻﾝｼﾞｮｳ,三条市西裏館,37,38.4,138,57.3,9,12.5,2.5,#昭53.11.20,－,－,138.955,37.64,,1516,2116,,303,423
新潟,54406,雨,村松,ﾑﾗﾏﾂ,五泉市愛宕,37,41.8,139,11.3,25,－,－,#,－,－,139.1883333,37.69666667,,1535,2123,,307,424
新潟,54421,四,津川,ﾂｶﾞﾜ,東蒲原郡阿賀町津川,37,40.3,139,26.8,100,9.6,3,#昭53.11.21,54915,－,139.4466667,37.67166667,,1555,2120,,311,424
新潟,54462,雨,宮寄上,ﾐﾔﾖﾘｶﾐ,加茂市宮寄上,37,34.8,139,8.4,125,－,－,昭58.6.29,－,－,139.14,37.58,,1531,2109,,306,421
新潟,54472,雨,室谷,ﾑﾛﾔ,東蒲原郡阿賀町神谷丙,37,33,139,22.2,200,－,－,平4.3.27,－,－,139.37,37.55,,1549,2106,,309,421
新潟,54501,四,長岡,ﾅｶﾞｵｶ,長岡市緑町,37,27,138,49.4,23,9.5,3,#昭51.2.24,54920,－,138.8233333,37.45,,1505,2094,,301,418
新潟,54506,雨,栃尾,ﾄﾁｵ,長岡市栃尾大町,37,28.5,138,59.5,83,－,－,#,－,－,138.9916667,37.475,,1519,2097,,303,419
新潟,54541,四,柏崎,ｶｼﾜｻﾞｷ,柏崎市元城町,37,21.1,138,33.2,7,10,2.5,#昭53.11.15,54925,－,138.5533333,37.35166667,,1484,2082,,296,416
新潟,54566,四,守門,ｽﾓﾝ,魚沼市西名,37,20.8,139,2.6,222,10,5.4,(昭50.5.21)昭53.11.17,54930,－,139.0433333,37.34666667,,1523,2081,,304,416
新潟,54586,四,大潟,ｵｵｶﾞﾀ,上越市大潟区土底浜,37,13.5,138,19.5,13,10,2.3,昭53.11.14,－,－,138.325,37.225,,1466,2067,,293,413
新潟,54606,雨,小国,ｵｸﾞﾆ,長岡市小国町新町,37,17.5,138,42.1,83,－,－,昭52.6.21,－,－,138.7016667,37.29166667,,1496,2075,,299,415
新潟,54616,四,小出,ｺｲﾃﾞ,魚沼市佐梨,37,13.6,138,57.8,98,10,4,#昭53.11.17,54935,－,138.9633333,37.22666667,,1517,2067,,303,413
新潟,54621,雨,大湯,ｵｵﾕ,魚沼市下折立,37,12.3,139,3.7,240,－,－,昭56.5.22,－,－,139.0616667,37.205,,1524,2064,,304,412
新潟,54651,官,高田,ﾀｶﾀﾞ,上越市大手町　高田特別地域気象観測所,37,6.4,138,14.8,13,18,－,#昭53.3.11,54937,－,138.2466667,37.10666667,,1459,2052,,291,410
新潟,54661,四,安塚,ﾔｽﾂﾞｶ,上越市安塚区和田,37,6.4,138,27.4,126,6.5,3.5,#昭53.11.15,54940,－,138.4566667,37.10666667,,1476,2052,,295,410
新潟,54666,雨,川谷,ｶﾜﾀﾞﾆ,上越市吉川区川谷字宮田,37,12,138,31,206,－,－,昭60.6.14,－,－,138.5166667,37.2,,1481,2064,,296,412
新潟,54671,雨,松代,ﾏﾂﾀﾞｲ,十日町市松代,37,7.9,138,36.4,210,－,－,昭52.6.21,－,－,138.6066667,37.13166667,,1488,2055,,297,411
新潟,54676,四,十日町,ﾄｵｶﾏﾁ,十日町市小泉字北原,37,8.6,138,43.6,170,10,4.5,#昭53.11.16,54945,－,138.7266667,37.14333333,,1498,2057,,299,411
新潟,54711,四,糸魚川,ｲﾄｲｶﾞﾜ,糸魚川市東寺町,37,2.6,137,52.5,8,10,2.5,#昭53.11.13,－,－,137.875,37.04333333,,1430,2045,,286,409
新潟,54721,四,能生,ﾉｳ,糸魚川市大字平,37,5,138,1.4,55,10.2,3.5,#昭53.11.13,54950,－,138.0233333,37.08333333,,1441,2050,,288,410
新潟,54737,雨,筒方,ﾄﾞｳｶﾞﾀ,上越市板倉区筒方,37,1.8,138,20.6,255,－,－,昭60.6.14,－,－,138.3433333,37.03,,1467,2043,,293,408
新潟,54761,雨,塩沢,ｼｵｻﾞﾜ,南魚沼市塩沢,37,2.3,138,50.8,195,－,－,昭58.6.14,－,－,138.8466667,37.03833333,,1507,2044,,301,408
新潟,54816,四,関山,ｾｷﾔﾏ,妙高市大字関山字原田,36,56,138,13.3,350,10,4.3,(昭50.5.14)昭53.11.14,54955,－,138.2216667,36.93333333,,1457,2032,,291,406
新潟,54836,四,津南,ﾂﾅﾝ,中魚沼郡津南町中深見乙,36,59.8,138,41,452,10,4.9,#昭53.11.16,54965,－,138.6833333,36.99666667,,1494,2039,,298,407
新潟,54841,四,湯沢,ﾕｻﾞﾜ,南魚沼郡湯沢町湯沢字中島川原,36,56.5,138,48.6,340,10,4,#昭53.11.18,54960,－,138.81,36.94166667,,1504,2033,,300,406
新潟,54876,雨,平岩,ﾋﾗｲﾜ,糸魚川市山之坊,36,53.2,137,51.8,260,－,－,昭53.11.10,－,－,137.8633333,36.88666667,,1429,2026,,285,405
新潟,54892,雨,樽本,ﾀﾙﾓﾄ,妙高市大字樽本乙,36,53.4,138,16.5,633,－,－,昭60.6.13,－,－,138.275,36.89,,1462,2026,,292,405
富山,55022,四,朝日,ｱｻﾋ,下新川郡朝日町南保町,36,56.2,137,33.8,43,10.1,2,平29.9.27,55900,－,137.5633333,36.93666667,,1405,2032,,281,406
富山,55041,四,氷見,ﾋﾐ,氷見市七分一,36,51.8,136,57.6,7,10.2,1.6,昭53.11.18,55915,－,136.96,36.86333333,,1356,2023,,271,404
富山,55056,四,魚津,ｳｵﾂﾞ,魚津市六郎丸,36,49.3,137,25.7,48,10,1.8,#昭53.11.16,55905,－,137.4283333,36.82166667,,1394,2018,,278,403
富山,55063,雨,宇奈月,ｳﾅﾂﾞｷ,黒部市宇奈月町内山,36,50.8,137,33.4,160,－,－,昭59.6.21,－,－,137.5566667,36.84666667,,1404,2021,,280,404
富山,55091,官,伏木,ﾌｼｷ,高岡市伏木古国府　伏木特別地域気象観測所,36,47.5,137,3.3,12,15.3,－,#昭50.12.12,55907,－,137.055,36.79166667,,1364,2015,,272,403
富山,55102,官,富山,ﾄﾔﾏ,富山市石坂　富山地方気象台,36,42.5,137,12.1,9,20,－,昭61.1.30,55908,－,137.2016667,36.70833333,,1376,2005,,275,401
富山,55141,四,砺波,ﾄﾅﾐ,砺波市五郎丸,36,36.6,136,57.3,69,6.5,2.1,#昭51.4.1,55910,－,136.955,36.61,,1356,1993,,271,398
富山,55151,官,秋ヶ島,ｱｷｶﾞｼﾏ,富山市秋ヶ島　富山航空気象観測所,36,38.9,137,11.2,24,10,－,平15.1.1,55925,日照を除く,137.1866667,36.64833333,,1374,1997,,274,399
富山,55156,雨,大山,ｵｵﾔﾏ,富山市花崎,36,36.5,137,17,128,－,－,昭59.6.28,－,－,137.2833333,36.60833333,,1382,1993,,276,398
富山,55166,四,上市,ｶﾐｲﾁ,中新川郡上市町東種,36,40.2,137,25.4,296,10,2.8,昭53.11.15,－,－,137.4233333,36.67,,1393,2000,,278,400
富山,55191,四,南砺高宮,ﾅﾝﾄﾀｶﾐﾔ,南砺市高宮,36,32.7,136,52.3,91,10,2.4,#昭53.11.17,－,－,136.8716667,36.545,,1349,1985,,269,397
富山,55206,四,八尾,ﾔﾂｵ,富山市八尾町樫尾,36,34.2,137,9.5,124,10.1,2.5,#昭51.2.27,－,－,137.1583333,36.57,,1372,1988,,274,397
富山,55217,雨,立山芦峅,ﾀﾃﾔﾏｱｼｸﾗ,中新川郡立山町芦峅寺,36,34.6,137,23.1,379,－,－,平22.3.29,－,－,137.385,36.57666667,,1390,1989,,278,397
富山,55252,雨,五箇山,ｺﾞｶﾔﾏ,南砺市下梨中の平,36,25.8,136,56.5,357,－,－,平16.10.19,－,－,136.9416667,36.43,,1355,1971,,271,394
富山,55267,雨,猪谷,ｲﾉﾀﾆ,富山市猪谷,36,28.4,137,14.2,215,－,－,平8.10.28,55920,－,137.2366667,36.47333333,,1378,1976,,275,395
石川,56036,四,珠洲,ｽｽﾞ,珠洲市正院町正院,37,26.8,137,17.2,4,7.5,2,#昭53.11.20,56900,－,137.2866667,37.44666667,,1382,2093,,276,418
石川,56052,官,輪島,ﾜｼﾞﾏ,輪島市鳳至町畠田　輪島特別地域気象観測所,37,23.4,136,53.7,5,28.1,－,昭61.6.20,56903,－,136.895,37.39,,1351,2086,,270,417
石川,56081,雨,門前,ﾓﾝｾﾞﾝ,輪島市門前町北川,37,15.7,136,43.7,11,－,－,#,－,－,136.7283333,37.26166667,,1338,2071,,267,414
石川,56093,官,三井,ﾐｲ,輪島市三井町洲衛　能登航空気象観測所,37,17.6,136,57.7,219,10,－,平15.7.7,－,日照を除く,136.9616667,37.29333333,,1356,2075,,271,415
石川,56116,四,志賀,ｼｶ,羽咋郡志賀町富来領家町甲,37,8.6,136,43.5,6,8.5,2,#昭53.11.21,－,－,136.725,37.14333333,,1338,2057,,267,411
石川,56146,四,七尾,ﾅﾅｵ,七尾市万行町43の部,37,1.8,136,59.5,58,10,1.5,#昭53.11.21,56905,－,136.9916667,37.03,,1359,2043,,271,408
石川,56176,四,羽咋,ﾊｸｲ,羽咋市旭町,36,53.6,136,46.6,15,19.5,2,#昭53.11.22,－,－,136.7766667,36.89333333,,1342,2027,,268,405
石川,56186,四,かほく,ｶﾎｸ,かほく市内日角井,36,42.7,136,41.5,42,10,2,#昭53.11.22,－,－,136.6916667,36.71166667,,1335,2005,,267,401
石川,56192,雨,宝達志水,ﾎｳﾀﾞﾂｼﾐｽﾞ,羽咋郡宝達志水町坪山,36,47.3,136,46.1,90,－,－,平15.8.12,－,－,136.7683333,36.78833333,,1341,2014,,268,402
石川,56227,官,金沢,ｶﾅｻﾞﾜ,金沢市西念　金沢地方気象台,36,35.3,136,38,6,48.4,－,平3.10.23,56907,－,136.6333333,36.58833333,,1330,1990,,266,398
石川,56232,雨,医王山,ｲｵｳｾﾞﾝ,金沢市平等本町,36,31.2,136,44.7,420,－,－,平15.7.29,－,－,136.745,36.52,,1339,1982,,267,396
石川,56276,四,小松,ｺﾏﾂ,小松市今江町,36,22.9,136,26.1,3,10,2,昭53.12.1,－,－,136.435,36.38166667,,1314,1965,,262,393
石川,56286,四,白山河内,ﾊｸｻﾝｶﾜﾁ,白山市河内町福岡,36,23.8,136,37.2,136,10,2.5,(昭50.5.7)昭53.11.24,56910,－,136.62,36.39666667,,1329,1967,,265,393
石川,56301,四,加賀菅谷,ｶｶﾞｽｶﾞﾀﾆ,加賀市山中温泉菅谷町,36,13.8,136,21.7,83,10,2,#昭53.11.27,56915,－,136.3616667,36.23,,1308,1947,,261,389
石川,56346,雨,白山白峰,ﾊｸｻﾝｼﾗﾐﾈ,白山市白峰,36,10.8,136,37.5,470,－,－,昭52.7.13,－,－,136.625,36.18,,1330,1941,,266,388
石川,56401,雨,舳倉島,ﾍｸﾞﾗｼﾞﾏ,輪島市海士町所属舳倉島高見,37,51,136,55.1,8,－,－,平26.8.19,－,－,136.9183333,37.85,,1353,2142,,270,428
福井,57001,四,三国,ﾐｸﾆ,坂井市三国町平山,36,14.6,136,10.4,34,9.9,2,(昭50.6.24)昭53.11.27,－,－,136.1733333,36.24333333,,1293,1949,,258,389
福井,57026,官,春江,ﾊﾙｴ,坂井市春江町江留中　福井航空気象観測所,36,8.5,136,13.4,5,6,－,平15.1.1,－,日照を除く,136.2233333,36.14166667,,1297,1937,,259,387
福井,57051,四,越廼,ｺｼﾉ,福井市居倉町,36,0.7,135,59.4,30,10,1.5,昭53.11.27,－,－,135.99,36.01166667,,1279,1921,,255,384
福井,57066,官,福井,ﾌｸｲ,福井市豊島　福井地方気象台,36,3.3,136,13.3,9,26.1,－,#昭50.3.15,57903,－,136.2216667,36.055,,1297,1926,,259,385
福井,57071,雨,美山,ﾐﾔﾏ,福井市美山町,35,59.9,136,21.5,70,－,－,昭50.5.7,－,－,136.3583333,35.99833333,,1308,1919,,261,383
福井,57082,四,勝山,ｶﾂﾔﾏ,勝山市平泉寺町平泉寺86字岡道北,36,2.3,136,31.3,196,9,3.5,平5.10.18,－,－,136.5216667,36.03833333,,1321,1924,,264,384
福井,57106,雨,武生,ﾀｹﾌ,越前市村国,35,54.3,136,10.4,32,－,－,平17.10.27,57920,－,136.1733333,35.905,,1293,1908,,258,381
福井,57121,四,大野,ｵｵﾉ,大野市93字蛇塚,35,58.3,136,29.8,182,6.4,3.5,#昭51.3.2,57905,－,136.4966667,35.97166667,,1319,1916,,263,383
福井,57176,雨,九頭竜,ｸｽﾞﾘｭｳ,大野市貝皿,35,54.5,136,40.1,436,－,－,昭57.6.1,57900,－,136.6683333,35.90833333,,1333,1909,,266,381
福井,57206,四,今庄,ｲﾏｼﾞｮｳ,南条郡南越前町今庄,35,46,136,12,128,10,2.5,#昭53.11.28,57910,－,136.2,35.76666667,,1296,1892,,259,378
福井,57248,官,敦賀,ﾂﾙｶﾞ,敦賀市松栄町　敦賀特別地域気象観測所,35,39.2,136,3.7,2,28,－,昭63.2.12,57913,－,136.0616667,35.65333333,,1284,1878,,256,375
福井,57286,四,美浜,ﾐﾊﾏ,三方郡美浜町久々子,35,36,135,55,10,10,2,(昭50.5.19)昭53.11.28,－,－,135.9166667,35.6,,1273,1872,,254,374
福井,57311,雨,大飯,ｵｵｲ,大飯郡おおい町本郷,35,28.8,135,37,3,－,－,平7.11.10,－,－,135.6166667,35.48,,1249,1857,,249,371
福井,57317,四,小浜,ｵﾊﾞﾏ,小浜市遠敷,35,29,135,46.9,10,24.9,2,平4.11.2,57915,－,135.7816667,35.48333333,,1262,1858,,252,371
滋賀,60026,雨,柳ケ瀬,ﾔﾅｶﾞｾ,長浜市余呉町柳ケ瀬字大門,35,34.9,136,11.3,220,－,－,昭51.4.27,60900,－,136.1883333,35.58166667,,1295,1869,,259,373
滋賀,60051,四,今津,ｲﾏﾂﾞ,高島市今津町弘川,35,24.7,136,1.7,88,10,1.5,#昭53.11.16,60905,－,136.0283333,35.41166667,,1282,1849,,256,369
滋賀,60061,四,長浜,ﾅｶﾞﾊﾏ,長浜市唐国町,35,25.4,136,14.5,95,10,1.5,(昭50.5.7)昭53.11.17,－,－,136.2416667,35.42333333,,1299,1850,,259,370
滋賀,60081,雨,朽木平良,ｸﾂｷﾍﾗ,高島市朽木平良,35,18.5,135,49.8,380,－,－,平17.12.6,－,－,135.83,35.30833333,,1266,1837,,253,367
滋賀,60102,四,米原,ﾏｲﾊﾞﾗ,米原市朝日字尻屋,35,23,136,20.6,147,6.5,1.5,平13.3.30,60911,－,136.3433333,35.38333333,,1307,1846,,261,369
滋賀,60116,四,南小松,ﾐﾅﾐｺﾏﾂ,大津市南小松,35,14.1,135,57.4,90,10,1.5,#昭53.11.16,－,－,135.9566667,35.235,,1276,1828,,255,365
滋賀,60131,官,彦根,ﾋｺﾈ,彦根市城町　彦根地方気象台,35,16.5,136,14.6,87,19.7,－,#昭50.3.14,60915,－,136.2433333,35.275,,1299,1833,,259,366
