都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,経度,緯度,,2400分割,3600分割,,480分割,720分割
滋賀,60161,雨,近江八幡,ｵｳﾐﾊﾁﾏﾝ,近江八幡市土田町,35,7.6,136,5.5,90,－,－,#,－,－,136.0916667,35.12666667,,1287,1815,,257,363
滋賀,60196,四,東近江,ﾋｶﾞｼｵｳﾐ,東近江市桜川東町,35,3.7,136,11.4,128,6.5,1.5,(昭50.5.2)昭53.12.20,－,－,136.19,35.06166667,,1295,1807,,259,361
滋賀,60216,四,大津,ｵｵﾂ,大津市萱野浦,34,59.5,135,54.7,86,10,1.5,昭52.12.22,－,－,135.9116667,34.99166667,,1272,1799,,254,359
滋賀,60226,四,信楽,ｼｶﾞﾗｷ,甲賀市信楽町牧,34,54.8,136,4.8,265,10,1.5,(昭50.5.2)昭53.12.20,－,－,136.08,34.91333333,,1286,1789,,257,357
滋賀,60236,四,土山,ﾂﾁﾔﾏ,甲賀市土山町北土山,34,56.3,136,16.7,248,10,1.5,#昭53.12.21,－,－,136.2783333,34.93833333,,1302,1792,,260,358
京都,61001,四,間人,ﾀｲｻﾞ,京丹後市丹後町間人小字新ヶ皿,35,44.2,135,5.2,42,11.2,1.5,(昭50.5.2)昭52.2.28,－,－,135.0866667,35.73666667,,1206,1888,,241,377
京都,61031,雨,峰山,ﾐﾈﾔﾏ,京丹後市峰山町荒山,35,37.1,135,4.3,23,－,－,#,61900,－,135.0716667,35.61833333,,1205,1874,,241,374
京都,61076,四,宮津,ﾐﾔﾂﾞ,宮津市字上司,35,33,135,14.1,2,10.5,1.5,#昭53.11.15,－,－,135.235,35.55,,1218,1866,,243,373
京都,61096,雨,坂浦,ｻｶｳﾗ,福知山市下野条,35,25.1,135,5.2,223,－,－,平25.5.29,－,－,135.0866667,35.41833333,,1206,1850,,241,370
京都,61111,官,舞鶴,ﾏｲﾂﾞﾙ,舞鶴市字下福井　舞鶴特別地域気象観測所,35,27,135,19,2,41.6,－,#昭50.3.26,61905,－,135.3166667,35.45,,1225,1854,,245,370
京都,61151,雨,睦寄,ﾑﾂﾖﾘ,綾部市睦寄町狸岩,35,22.9,135,27.2,175,－,－,昭52.6.28,－,－,135.4533333,35.38166667,,1236,1845,,247,369
京都,61187,四,福知山,ﾌｸﾁﾔﾏ,福知山市字荒河,35,18.7,135,6.8,17,9.6,1.5,平17.12.8,－,－,135.1133333,35.31166667,,1209,1837,,241,367
京都,61191,雨,綾部,ｱﾔﾍﾞ,綾部市上野町上野,35,17.6,135,15.5,51,－,－,昭57.5.28,－,－,135.2583333,35.29333333,,1220,1835,,244,367
京都,61192,雨,三和,ﾐﾜ,福知山市三和町千束,35,13,135,13.9,105,－,－,昭57.6.2,－,－,135.2316667,35.21666667,,1218,1826,,243,365
京都,61201,雨,本庄,ﾎﾝｼﾞｮｳ,船井郡京丹波町本庄西畑,35,15.6,135,23.7,95,－,－,昭50.5.2,－,－,135.395,35.26,,1231,1831,,246,366
京都,61206,四,美山,ﾐﾔﾏ,南丹市美山町静原桧野,35,16.5,135,33,200,10,1.5,昭53.11.15,61910,－,135.55,35.275,,1244,1833,,248,366
京都,61241,雨,須知,ｼｭｳﾁ,船井郡京丹波町富田蒲生野,35,10.6,135,25.2,150,－,－,昭57.5.26,－,－,135.42,35.17666667,,1233,1821,,246,364
京都,61242,四,園部,ｿﾉﾍﾞ,南丹市園部町黒田,35,6.5,135,27.3,134,9.3,1.5,平14.3.6,－,－,135.455,35.10833333,,1236,1813,,247,362
京都,61251,雨,京北,ｹｲﾎｸ,京都市右京区京北比賀江町院谷,35,10.9,135,39.7,260,－,－,昭50.4.24,－,－,135.6616667,35.18166667,,1252,1821,,250,364
京都,61286,官,京都,ｷｮｳﾄ,京都市中京区西ノ京笠殿町　京都地方気象台,35,0.8,135,43.9,41,－,－,平20.3.27,61915,気温、雨、日照,135.7316667,35.01333333,,1258,1801,,251,360
京都,61286,官,京都,ｷｮｳﾄ,京都市中京区西ノ京船塚町,35,0.7,135,44.1,36,17.6,－,平20.3.27,－,風,135.735,35.01166667,,1258,1801,,251,360
京都,61306,雨,長岡京,ﾅｶﾞｵｶｷｮｳ,長岡京市光風台,34,55.8,135,40.7,71,－,－,昭50.5.20,－,－,135.6783333,34.93,,1254,1791,,250,358
京都,61326,四,京田辺,ｷｮｳﾀﾅﾍﾞ,京田辺市薪西浜,34,49.8,135,45.6,20,10,1.5,#昭53.12.19,－,－,135.76,34.83,,1260,1779,,252,355
大阪,62016,四,能勢,ﾉｾ,豊能郡能勢町地黄,34,56.9,135,27.3,235,10,1.5,#昭52.3.7,－,－,135.455,34.94833333,,1236,1793,,247,358
大阪,62037,雨,茨木,ｲﾊﾞﾗｷ,茨木市大字桑原,34,51.6,135,33.6,78,－,－,平21.12.18,－,－,135.56,34.86,,1244,1783,,248,356
大阪,62046,四,枚方,ﾋﾗｶﾀ,枚方市星丘,34,48.5,135,40.3,26,10,1.5,(昭50.5.31)昭52.3.2,－,－,135.6716667,34.80833333,,1253,1777,,250,355
大阪,62051,官,豊中,ﾄﾖﾅｶ,豊中市蛍池西町　大阪航空気象観測所,34,47,135,26.3,12,10,－,#昭52.3.9,－,日照を除く,135.4383333,34.78333333,,1235,1774,,247,354
大阪,62078,官,大阪,ｵｵｻｶ,大阪市中央区大手前　大阪管区気象台,34,40.9,135,31.1,23,－,－,平11.2.24,62900,気温、雨、日照,135.5183333,34.68166667,,1241,1761,,248,352
大阪,62078,官,大阪,ｵｵｻｶ,大阪市東成区東中本,34,40.5,135,32.8,1,24,－,平11.2.24,－,風,135.5466667,34.675,,1243,1761,,248,352
大阪,62081,四,生駒山,ｲｺﾏﾔﾏ,東大阪市山手町,34,40.5,135,40.6,626,9.3,1.5,#昭51.2.12,－,－,135.6766667,34.675,,1254,1761,,250,352
大阪,62091,四,堺,ｻｶｲ,堺市堺区百舌鳥夕雲町,34,33.3,135,29.1,20,10.1,1.5,(昭50.5.30)昭52.3.3,－,－,135.485,34.555,,1238,1746,,247,349
大阪,62096,官,八尾,ﾔｵ,八尾市空港　八尾航空気象観測所,34,35.8,135,36,10,10,－,平15.1.1,－,日照を除く,135.6,34.59666667,,1248,1751,,249,350
大阪,62101,官,関空島,ｶﾝｸｳｼﾞﾏ,泉南郡田尻町泉州空港中　関西航空地方気象台,34,26,135,13.9,5,10,－,平15.1.1,－,日照を除く,135.2316667,34.43333333,,1218,1732,,243,346
大阪,62111,雨,河内長野,ｶﾜﾁﾅｶﾞﾉ,河内長野市日野,34,25.4,135,32.6,160,－,－,#,－,－,135.5433333,34.42333333,,1243,1730,,248,346
大阪,62131,四,熊取,ｸﾏﾄﾘ,泉南郡熊取町朝代西,34,23.1,135,21,68,10,1.5,#昭52.3.4,－,－,135.35,34.385,,1228,1726,,245,345
兵庫,63016,四,香住,ｶｽﾐ,美方郡香美町香住区森,35,37.5,134,37.6,5,9.3,1.5,#昭51.4.1,63900,－,134.6266667,35.625,,1170,1875,,234,375
兵庫,63032,雨,温泉,ｵﾝｾﾝ,美方郡新温泉町桐岡字穴町,35,31.7,134,28.8,233,－,－,平18.12.5,－,－,134.48,35.52833333,,1158,1863,,231,372
兵庫,63051,官,豊岡,ﾄﾖｵｶ,豊岡市桜町　豊岡特別地域気象観測所,35,32.1,134,49.3,3,16,－,#昭50.3.29,63905,－,134.8216667,35.535,,1185,1864,,237,372
兵庫,63071,四,兎和野高原,ｳﾜﾉｺｳｹﾞﾝ,美方郡香美町村岡区宿字菟臥野,35,25.9,134,35,540,6.5,1.5,平17.12.14,63911,－,134.5833333,35.43166667,,1166,1851,,233,370
兵庫,63111,雨,大屋,ｵｵﾔ,養父市大屋町山路,35,19.9,134,39.9,150,－,－,昭50.5.2,－,－,134.665,35.33166667,,1173,1839,,234,367
兵庫,63116,雨,八鹿,ﾖｳｶ,養父市八鹿町高柳字篠尾,35,23.9,134,44.4,183,－,－,平17.7.4,－,－,134.74,35.39833333,,1179,1847,,235,369
兵庫,63121,四,和田山,ﾜﾀﾞﾔﾏ,朝来市和田山町枚田,35,19.4,134,50.9,80,10,1.5,#昭52.12.20,63915,－,134.8483333,35.32333333,,1187,1838,,237,367
兵庫,63201,四,生野,ｲｸﾉ,朝来市生野町口銀谷,35,10,134,47.5,320,10.8,1.5,#昭53.11.13,－,－,134.7916667,35.16666667,,1183,1820,,236,364
兵庫,63216,四,柏原,ｶｲﾊﾞﾗ,丹波市柏原町柏原,35,8.2,135,3.9,98,10.1,1.5,#昭53.12.20,－,－,135.065,35.13666667,,1205,1816,,241,363
兵庫,63241,雨,佐用,ｻﾖｳ,佐用郡佐用町円応寺,35,1,134,22.1,120,－,－,昭51.12.20,－,－,134.3683333,35.01666667,,1149,1802,,229,360
兵庫,63251,四,一宮,ｲﾁﾉﾐﾔ,宍粟市一宮町東市場,35,5.8,134,35.1,195,10,1.5,#昭53.11.13,－,－,134.585,35.09666667,,1166,1811,,233,362
兵庫,63321,四,福崎,ﾌｸｻｷ,神崎郡福崎町福崎新,34,57,134,44.9,72,13.9,1.5,(昭50.5.2)昭52.12.19,－,－,134.7483333,34.95,,1179,1794,,235,358
兵庫,63331,四,西脇,ﾆｼﾜｷ,西脇市上比延町,34,59.9,134,59.8,72,6.5,1.5,(昭50.5.1)昭53.12.21,－,－,134.9966667,34.99833333,,1199,1799,,239,359
兵庫,63346,雨,後川,ｼﾂｶﾜ,丹波篠山市後川上,35,1.5,135,17.6,330,－,－,#,－,－,135.2933333,35.025,,1223,1803,,244,360
兵庫,63366,四,上郡,ｶﾐｺﾞｵﾘ,赤穂郡上郡町与井,34,51.5,134,22.4,20,10,1.5,昭53.12.26,－,－,134.3733333,34.85833333,,1149,1783,,229,356
兵庫,63383,官,姫路,ﾋﾒｼﾞ,姫路市神子岡前　姫路特別地域気象観測所,34,50.3,134,40.2,38,16.2,－,平20.11.21,－,－,134.67,34.83833333,,1173,1780,,234,356
兵庫,63411,四,三田,ｻﾝﾀﾞ,三田市下深田,34,53.7,135,12.7,150,21.6,1.5,(昭50.5.2)昭53.12.20,－,－,135.2116667,34.895,,1216,1787,,243,357
兵庫,63461,四,三木,ﾐｷ,三木市志染町広野,34,46.6,135,0.8,145,10,1.5,昭52.12.19,－,－,135.0133333,34.77666667,,1201,1773,,240,354
兵庫,63477,雨,西宮,ﾆｼﾉﾐﾔ,西宮市奥畑,34,45,135,20.1,38,－,－,平.18.3.6,－,－,135.335,34.75,,1226,1770,,245,354
兵庫,63491,四,家島,ｲｴｼﾏ,姫路市家島町真浦字御室寺,34,40.3,134,31.6,88,6.5,1.5,昭53.12.25,－,－,134.5266667,34.67166667,,1162,1760,,232,352
兵庫,63496,四,明石,ｱｶｼ,明石市二見町南二見,34,41.2,134,52.6,3,28.6,1.5,平4.3.23,－,－,134.8766667,34.68666667,,1190,1762,,238,352
兵庫,63517,官,神戸空港,ｺｳﾍﾞｸｳｺｳ,神戸市中央区神戸空港　神戸航空気象観測所,34,37.9,135,13.4,5,10.2,－,平18.2.16,－,日照を除く,135.2233333,34.63166667,,1217,1755,,243,351
兵庫,63518,官,神戸,ｺｳﾍﾞ,神戸市中央区脇浜海岸通　神戸地方気象台,34,41.8,135,12.7,5,－,－,平19.3.28,63950,気温、雨,135.2116667,34.69666667,,1216,1763,,243,352
兵庫,63518,官,神戸,ｺｳﾍﾞ,神戸市中央区港島,34,40.9,135,13.2,3,16,－,平19.3.28,－,風、日照,135.22,34.68166667,,1217,1761,,243,352
兵庫,63551,四,郡家,ｸﾞﾝｹﾞ,淡路市多賀,34,28,134,50.9,5,9.3,1.5,(昭50.5.2)昭53.12.22,－,－,134.8483333,34.46666667,,1187,1736,,237,347
兵庫,63571,官,洲本,ｽﾓﾄ,洲本市木戸　洲本特別地域気象観測所,34,18.6,134,50.9,69,14.6,－,平29.11.30,－,－,134.8483333,34.31,,1187,1717,,237,343
兵庫,63588,四,南淡,ﾅﾝﾀﾞﾝ,南あわじ市阿万塩屋町,34,13.1,134,43.2,5,9.6,1.5,平16.1.30,－,－,134.72,34.21833333,,1177,1706,,235,341
奈良,64036,官,奈良,ﾅﾗ,奈良市東紀寺町　奈良地方気象台,34,40.4,135,50.2,102,－,－,#昭50.3.19,64900,気温、雨,135.8366667,34.67333333,,1266,1760,,253,352
奈良,64036,官,奈良,ﾅﾗ,奈良市西紀寺町,34,40.4,135,49.9,90,19.9,－,#昭50.3.19,－,風、日照,135.8316667,34.67333333,,1266,1760,,253,352
奈良,64041,四,針,ﾊﾘ,奈良市都祁友田町,34,36.3,135,57.1,468,10,1.5,#昭53.12.22,－,－,135.9516667,34.605,,1276,1752,,255,350
奈良,64056,雨,田原本,ﾀﾜﾗﾓﾄ,磯城郡田原本町,34,33.3,135,47.1,50,－,－,#,－,－,135.785,34.555,,1262,1746,,252,349
奈良,64076,雨,曽爾,ｿﾆ,宇陀郡曽爾村太良路,34,31.3,136,9.5,610,－,－,#,－,－,136.1583333,34.52166667,,1292,1742,,258,348
奈良,64091,雨,葛城,ｶﾂﾗｷﾞ,葛城市寺口,34,29.3,135,42.2,141,－,－,昭56.8.24,－,－,135.7033333,34.48833333,,1256,1738,,251,347
奈良,64101,四,大宇陀,ｵｵｳﾀﾞ,宇陀市大宇陀下竹,34,29.3,135,55.9,349,10,1.5,#昭53.12.22,－,－,135.9316667,34.48833333,,1274,1738,,254,347
奈良,64127,四,五條,ｺﾞｼﾞｮｳ,五條市三在町,34,22.8,135,43.8,190,9.5,1.5,平17.12.19,－,－,135.73,34.38,,1258,1725,,251,345
奈良,64136,雨,吉野,ﾖｼﾉ,吉野郡吉野町宮滝,34,22.7,135,54,188,－,－,平3.1.16,－,－,135.9,34.37833333,,1272,1725,,254,345
奈良,64161,雨,天川,ﾃﾝｶﾜ,吉野郡天川村大字洞川,34,16.2,135,53,840,－,－,平22.3.25,－,－,135.8833333,34.27,,1270,1712,,254,342
奈良,64206,四,上北山,ｶﾐｷﾀﾔﾏ,吉野郡上北山村小橡,34,8.2,136,0.3,334,10,1.5,(昭50.5.1)昭53.12.26,－,－,136.005,34.13666667,,1280,1696,,256,339
奈良,64227,四,風屋,ｶｾﾞﾔ,吉野郡十津川村風屋,34,2.7,135,47.2,301,6.5,1.5,昭52.12.20,－,－,135.7866667,34.045,,1262,1685,,252,337
奈良,64236,雨,下北山,ｼﾓｷﾀﾔﾏ,吉野郡下北山村佐田,34,0.2,135,58,249,－,－,平26.7.31,－,－,135.9666667,34.00333333,,1277,1680,,255,336
奈良,64261,雨,玉置山,ﾀﾏｷﾔﾏ,吉野郡十津川村山手谷,33,55.6,135,49.8,1077,－,－,#,－,－,135.83,33.92666667,,1266,1671,,253,334
和歌山,65021,雨,葛城山,ｶﾂﾗｷﾞｻﾝ,紀の川市切畑,34,20.8,135,26.2,840,－,－,#,－,－,135.4366667,34.34666667,,1234,1721,,246,344
和歌山,65026,四,かつらぎ,ｶﾂﾗｷﾞ,伊都郡かつらぎ町妙寺,34,18.6,135,31.7,142,9.4,1.5,昭54.1.8,－,－,135.5283333,34.31,,1242,1717,,248,343
和歌山,65036,四,友ケ島,ﾄﾓｶﾞｼﾏ,和歌山市加太苫ケ沖島,34,16.8,135,0,43,9.4,1.5,平10.3.18,－,－,135,34.28,,1200,1713,,240,342
和歌山,65042,官,和歌山,ﾜｶﾔﾏ,和歌山市男野芝丁　和歌山地方気象台,34,13.7,135,9.8,14,－,－,平5.12.1,65900,気温、雨,135.1633333,34.22833333,,1213,1707,,242,341
和歌山,65042,官,和歌山,ﾜｶﾔﾏ,和歌山市男野芝丁,34,13.7,135,9.8,14,42.1,－,平5.12.1,－,風、日照,135.1633333,34.22833333,,1213,1707,,242,341
和歌山,65061,四,高野山,ｺｳﾔｻﾝ,伊都郡高野町高野山,34,13.3,135,35.4,795,10,1.5,#昭54.1.8,－,－,135.59,34.22166667,,1247,1706,,249,341
和歌山,65106,雨,湯浅,ﾕｱｻ,有田郡湯浅町湯浅,34,2.1,135,10.9,8,－,－,昭50.5.8,－,－,135.1816667,34.035,,1214,1684,,242,336
和歌山,65121,四,清水,ｼﾐｽﾞ,有田郡有田川町清水,34,5.2,135,25.5,240,6.5,1.5,(昭50.5.30)昭54.1.9,－,－,135.425,34.08666667,,1234,1690,,246,338
和歌山,65127,雨,護摩壇山,ｺﾞﾏﾀﾞﾝｻﾞﾝ,田辺市龍神村龍神,34,2.4,135,34,1130,－,－,平22.3.25,－,－,135.5666667,34.04,,1245,1684,,249,336
和歌山,65162,四,龍神,ﾘｭｳｼﾞﾝ,田辺市龍神村湯ノ又,33,56.7,135,33.4,410,6.5,1.5,平6.3.8,－,－,135.5566667,33.945,,1244,1673,,248,334
和歌山,65201,四,川辺,ｶﾜﾍﾞ,日高郡日高川町和佐,33,53.6,135,13,84,9.4,1.5,平11.3.4,－,－,135.2166667,33.89333333,,1217,1667,,243,333
和歌山,65226,雨,本宮,ﾎﾝｸﾞｳ,田辺市本宮町本宮,33,50.2,135,46.4,60,－,－,昭50.8.18,－,－,135.7733333,33.83666667,,1261,1660,,252,332
和歌山,65256,四,栗栖川,ｸﾘｽｶﾞﾜ,田辺市中辺路町栗栖川,33,47.5,135,30.8,160,10,1.5,(昭50.5.2)昭54.1.11,－,－,135.5133333,33.79166667,,1241,1655,,248,331
和歌山,65276,四,新宮,ｼﾝｸﾞｳ,新宮市佐野,33,41.2,135,58.2,18,9.4,1.5,#昭54.3.13,－,－,135.97,33.68666667,,1277,1642,,255,328
和歌山,65288,官,南紀白浜,ﾅﾝｷｼﾗﾊﾏ,西牟婁郡白浜町　南紀白浜航空気象観測所,33,39.7,135,21.8,89,9.7,－,平18.3.16,－,日照を除く,135.3633333,33.66166667,,1229,1639,,245,327
和歌山,65306,四,西川,ﾆｼｶﾜ,東牟婁郡古座川町西川,33,38.3,135,42.6,150,10,1.5,昭54.1.12,－,－,135.71,33.63833333,,1256,1636,,251,327
和歌山,65311,雨,色川,ｲﾛｶﾜ,東牟婁郡那智勝浦町大野,33,40.5,135,50.9,275,－,－,昭52.7.14,－,－,135.8483333,33.675,,1267,1641,,253,328
和歌山,65321,雨,日置川,ﾋｷｶﾞﾜ,西牟婁郡白浜町安居,33,36.3,135,28.8,17,－,－,#,－,－,135.48,33.605,,1238,1632,,247,326
和歌山,65356,官,潮岬,ｼｵﾉﾐｻｷ,東牟婁郡串本町潮岬　潮岬特別地域気象観測所,33,27,135,45.4,68,14.9,－,#昭50.3.13,－,－,135.7566667,33.45,,1260,1614,,252,322
岡山,66046,四,上長田,ｶﾐﾅｶﾞﾀ,真庭市蒜山上長田,35,17.8,133,43.5,430,6.5,1.5,昭53.12.6,66900,－,133.725,35.29666667,,1098,1835,,219,367
岡山,66056,雨,恩原,ｵﾝﾊﾞﾗ,苫田郡鏡野町上斎原,35,18,133,59.2,734,－,－,昭56.6.2,－,－,133.9866667,35.3,,1118,1836,,223,367
岡山,66091,四,千屋,ﾁﾔ,新見市千屋,35,6.2,133,26.1,525,10,1.5,昭53.12.8,66910,－,133.435,35.10333333,,1074,1812,,214,362
岡山,66112,雨,富,ﾄﾐ,苫田郡鏡野町富西谷,35,10.7,133,48.3,480,－,－,平17.12.10,－,－,133.805,35.17833333,,1104,1821,,220,364
岡山,66127,四,奈義,ﾅｷﾞ,勝田郡奈義町荒内西字大池,35,6.7,134,10.2,212,6.5,1.5,昭52.2.25,－,－,134.17,35.11166667,,1133,1813,,226,362
岡山,66136,四,今岡,ｲﾏｵｶ,美作市今岡,35,5.9,134,19.5,207,6.5,1.5,#昭53.11.16,66915,－,134.325,35.09833333,,1146,1811,,229,362
岡山,66171,四,久世,ｸｾ,真庭市中島,35,4.1,133,45.2,144,10,1.5,昭53.11.17,－,－,133.7533333,35.06833333,,1100,1808,,220,361
岡山,66186,官,津山,ﾂﾔﾏ,津山市林田　津山特別地域気象観測所,35,3.8,134,0.5,146,12.4,－,#昭50.12.15,66920,－,134.0083333,35.06333333,,1120,1807,,224,361
岡山,66221,四,新見,ﾆｲﾐ,新見市足見堂の下,34,56.6,133,31.1,393,10,1.5,昭53.11.20,－,－,133.5183333,34.94333333,,1081,1793,,216,358
岡山,66226,雨,下呰部,ｼﾓｱｻﾞｴ,真庭市下呰部,34,57.9,133,37.7,180,－,－,昭50.4.24,－,－,133.6283333,34.965,,1090,1795,,218,359
岡山,66237,雨,旭西,ｱｻﾋﾆｼ,久米郡美咲町西,34,57.7,133,48.7,230,－,－,平22.3.18,－,－,133.8116667,34.96166667,,1104,1795,,220,359
岡山,66251,雨,赤磐,ｱｶｲﾜ,赤磐市黒本,34,55.1,134,4.9,56,－,－,#,－,－,134.0816667,34.91833333,,1126,1790,,225,358
岡山,66276,雨,陣山,ｼﾞﾝﾔﾏ,高梁市松原町字松岡陣山,34,49.7,133,31.4,529,－,－,#,－,－,133.5233333,34.82833333,,1081,1779,,216,355
岡山,66287,雨,吉備中央,ｷﾋﾞﾁｭｳｵｳ,加賀郡吉備中央町北,34,49,133,42.3,340,－,－,平17.12.14,－,－,133.705,34.81666667,,1096,1778,,219,355
岡山,66296,四,福渡,ﾌｸﾜﾀﾘ,岡山市北区建部町福渡,34,52,133,54.2,63,7.9,1.5,#昭54.1.9,－,－,133.9033333,34.86666667,,1112,1784,,222,356
岡山,66306,四,和気,ﾜｹ,和気郡和気町吉田,34,48.9,134,11,35,10,1.5,#昭54.1.9,－,－,134.1833333,34.815,,1134,1777,,226,355
岡山,66336,四,高梁,ﾀｶﾊｼ,高梁市落合町近似,34,47.5,133,36.6,60,10,1.5,(昭50.4.24)昭54.1.10,－,－,133.61,34.79166667,,1088,1775,,217,355
岡山,66346,官,日応寺,ﾆﾁｵｳｼﾞ,岡山市北区日応寺　岡山航空気象観測所,34,45.4,133,51.3,239,9.7,－,平15.1.1,－,日照を除く,133.855,34.75666667,,1108,1770,,221,354
岡山,66381,雨,佐屋,ｻﾔ,井原市芳井町佐屋,34,41.1,133,26.7,390,－,－,#,－,－,133.445,34.685,,1075,1762,,215,352
岡山,66391,雨,矢掛,ﾔｶｹﾞ,小田郡矢掛町東三成,34,37,133,37.1,18,－,－,#,－,－,133.6183333,34.61666667,,1089,1754,,217,350
岡山,66408,官,岡山,ｵｶﾔﾏ,岡山市北区津島中　岡山地方気象台,34,41.1,133,55.5,5,－,－,平8.3.25,66930,気温、雨,133.925,34.685,,1114,1762,,222,352
岡山,66408,官,岡山,ｵｶﾔﾏ,岡山市北区下石井,34,39.6,133,54.9,3,69.9,－,平8.3.25,－,風、日照,133.915,34.66,,1113,1759,,222,351
岡山,66421,四,虫明,ﾑｼｱｹﾞ,瀬戸内市邑久町虫明,34,40.9,134,12.4,10,10,1.5,#昭54.1.19,－,－,134.2066667,34.68166667,,1136,1761,,227,352
岡山,66446,四,倉敷,ｸﾗｼｷ,倉敷市中央,34,35.4,133,46.1,3,10,1.5,#昭54.1.9,－,－,133.7683333,34.59,,1101,1750,,220,350
岡山,66481,四,笠岡,ｶｻｵｶ,笠岡市カブト東町,34,30.1,133,29.7,0,6.5,1.5,昭54.1.10,－,－,133.495,34.50166667,,1079,1740,,215,348
岡山,66501,四,玉野,ﾀﾏﾉ,玉野市宇野,34,29.2,133,57,2,6.5,1.5,#昭51.4.1,－,－,133.95,34.48666667,,1116,1738,,223,347
広島,67016,四,高野,ﾀｶﾉ,庄原市高野町新市,35,2,132,54.1,570,10,2.8,(昭50.4.1)昭53.11.22,67900,－,132.9016667,35.03333333,,1032,1804,,206,360
広島,67026,雨,道後山,ﾄﾞｳｺﾞﾔﾏ,庄原市西城町三坂,35,3.4,133,11.3,729,－,－,平17.11.29,－,－,133.1883333,35.05666667,,1055,1806,,211,361
広島,67052,雨,君田,ｷﾐﾀ,三次市君田町櫃田字市井谷,34,55.7,132,49.8,304,－,－,平17.12.5,－,－,132.83,34.92833333,,1026,1791,,205,358
広島,67106,四,三次,ﾐﾖｼ,三次市三次町,34,48.7,132,51,159,10,1.5,#昭53.11.22,－,－,132.85,34.81166667,,1028,1777,,205,355
広島,67116,四,庄原,ｼｮｳﾊﾞﾗ,庄原市東本町,34,51.6,133,1.4,300,15.4,1.5,#昭51.4.1,－,－,133.0233333,34.86,,1041,1783,,208,356
広島,67126,雨,東城,ﾄｳｼﾞｮｳ,庄原市東城町川東,34,53.7,133,16.6,310,－,－,昭50.4.28,－,－,133.2766667,34.895,,1062,1787,,212,357
広島,67136,雨,八幡,ﾔﾜﾀ,山県郡北広島町東八幡原,34,42.5,132,10.4,774,－,－,昭53.7.5,67905,－,132.1733333,34.70833333,,973,1765,,194,353
広島,67151,四,大朝,ｵｵｱｻ,山県郡北広島町大朝字大坪,34,46.1,132,27.8,399,10,2,#昭52.12.23,67910,－,132.4633333,34.76833333,,997,1772,,199,354
広島,67161,雨,美土里,ﾐﾄﾞﾘ,安芸高田市美土里町横田,34,43.3,132,39.3,318,－,－,平17.12.8,－,－,132.655,34.72166667,,1012,1766,,202,353
広島,67191,四,油木,ﾕｷ,神石郡神石高原町安田伊ノ平谷,34,45.8,133,16.7,510,10,1.5,昭53.12.12,－,－,133.2783333,34.76333333,,1062,1771,,212,354
広島,67211,雨,王泊,ｵｵﾄﾞﾏﾘ,山県郡北広島町細見,34,41.9,132,18.7,525,－,－,昭53.6.7,－,－,132.3116667,34.69833333,,984,1763,,196,352
広島,67212,四,加計,ｶｹ,山県郡安芸太田町加計字神田,34,36.6,132,19.2,210,10,1.5,#昭53.11.24,－,－,132.32,34.61,,985,1753,,197,350
広島,67217,雨,都志見,ﾂｼﾐ,山県郡北広島町都志見,34,38.8,132,26.6,400,－,－,平17.12.6,－,－,132.4433333,34.64666667,,995,1757,,199,351
広島,67231,雨,甲田,ｺｳﾀﾞ,安芸高田市甲田町高田原,34,41.7,132,45.6,185,－,－,昭50.4.28,－,－,132.76,34.695,,1020,1763,,204,352
広島,67251,雨,上下,ｼﾞｮｳｹﾞ,府中市上下町上下,34,41.6,133,7,384,－,－,#,－,－,133.1166667,34.69333333,,1049,1763,,209,352
広島,67271,雨,内黒山,ｳﾁｸﾞﾛﾔﾏ,山県郡安芸太田町大字横川字横川東平,34,35.8,132,10.6,987,－,－,#,－,－,132.1766667,34.59666667,,974,1751,,194,350
広島,67292,四,三入,ﾐｲﾘ,広島市安佐北区三入,34,32.7,132,31.8,70,6.4,1.5,平13.12.20,－,－,132.53,34.545,,1002,1745,,200,349
広島,67306,雨,安宿,ｱｽｶ,東広島市豊栄町安宿,34,34,132,50.3,363,－,－,平22.1.28,－,－,132.8383333,34.56666667,,1027,1748,,205,349
